cod_uf,ano,TBI,TBI_limite_inferior,TBI_limite_superior,TBI_padronizada,TBI_padronizada_inf,TBI_padronizada_sup,sigla_uf,nome_uf
41,2006,5.34,4.9,5.8,6.16,5.65,6.7,PR,Paraná
41,2007,5.42,4.99,5.89,6.04,5.55,6.57,PR,Paraná
41,2008,5.2,4.78,5.66,5.72,5.25,6.23,PR,Paraná
41,2009,4.8,4.4,5.24,5.27,4.82,5.75,PR,Paraná
41,2010,5.03,4.61,5.48,5.36,4.91,5.84,PR,Paraná
41,2011,4.8,4.39,5.23,5.14,4.7,5.61,PR,Paraná
41,2012,4.15,3.77,4.55,4.36,3.96,4.78,PR,Paraná
41,2013,4.6,4.21,5.02,4.79,4.38,5.23,PR,Paraná
41,2014,4.32,3.94,4.73,4.44,4.05,4.86,PR,Paraná
41,2015,4.02,3.66,4.41,4.12,3.75,4.52,PR,Paraná
41,2016,4.33,3.95,4.73,4.38,3.99,4.78,PR,Paraná
41,2017,3.71,3.36,4.09,3.71,3.37,4.09,PR,Paraná
41,2018,4.29,3.92,4.69,4.27,3.9,4.66,PR,Paraná
41,2019,4.54,4.16,4.95,4.48,4.1,4.88,PR,Paraná
41,2020,3.66,3.32,4.03,3.58,3.24,3.94,PR,Paraná
41,2021,3.47,3.14,3.82,3.34,3.03,3.69,PR,Paraná
41,2022,3.85,3.5,4.22,3.73,3.39,4.09,PR,Paraná
41,2023,4.5,4.12,4.9,4.37,4,4.76,PR,Paraná
42,2000,0,NA,NA,0,NA,NA,SC,Santa Catarina
42,2001,5.32,4.74,5.97,6.23,5.52,7,SC,Santa Catarina
42,2002,5.74,5.13,6.39,6.79,6.05,7.59,SC,Santa Catarina
42,2003,5.79,5.18,6.44,6.69,5.97,7.47,SC,Santa Catarina
42,2004,6.15,5.53,6.82,7.13,6.4,7.93,SC,Santa Catarina
42,2005,5.85,5.25,6.5,6.52,5.84,7.25,SC,Santa Catarina
42,2006,5.59,5,6.22,6.16,5.5,6.86,SC,Santa Catarina
42,2007,5.54,4.97,6.17,6.15,5.5,6.86,SC,Santa Catarina
42,2008,5.82,5.24,6.46,6.32,5.68,7.02,SC,Santa Catarina
42,2009,6.11,5.51,6.75,6.48,5.84,7.18,SC,Santa Catarina
42,2010,5.89,5.31,6.51,6.33,5.7,7.02,SC,Santa Catarina
42,2011,5.81,5.23,6.43,6.09,5.48,6.74,SC,Santa Catarina
42,2012,5.77,5.2,6.39,5.95,5.36,6.58,SC,Santa Catarina
42,2013,6.39,5.8,7.03,6.55,5.94,7.21,SC,Santa Catarina
42,2014,5.89,5.32,6.5,6.06,5.47,6.69,SC,Santa Catarina
42,2015,5.97,5.4,6.58,6.1,5.52,6.72,SC,Santa Catarina
42,2016,5.82,5.26,6.41,5.87,5.31,6.47,SC,Santa Catarina
42,2017,5.57,5.03,6.15,5.58,5.04,6.17,SC,Santa Catarina
42,2018,5.31,4.79,5.88,5.28,4.76,5.84,SC,Santa Catarina
42,2019,5.44,4.92,6.01,5.36,4.84,5.92,SC,Santa Catarina
42,2020,4.34,3.88,4.85,4.25,3.79,4.74,SC,Santa Catarina
42,2021,4.92,4.42,5.45,4.76,4.29,5.28,SC,Santa Catarina
42,2022,5.98,5.44,6.57,5.81,5.28,6.38,SC,Santa Catarina
42,2023,6.08,5.53,6.67,5.91,5.38,6.49,SC,Santa Catarina
43,2000,0,NA,NA,0,NA,NA,RS,Rio Grande do Sul
43,2001,9.28,8.7,9.88,10.27,9.63,10.94,RS,Rio Grande do Sul
43,2002,9.88,9.29,10.5,10.79,10.14,11.47,RS,Rio Grande do Sul
43,2003,10.13,9.54,10.76,10.92,10.27,11.59,RS,Rio Grande do Sul
43,2004,9.86,9.27,10.48,10.42,9.8,11.08,RS,Rio Grande do Sul
43,2005,9.28,8.71,9.87,9.76,9.16,10.39,RS,Rio Grande do Sul
43,2006,8.6,8.06,9.17,8.97,8.4,9.57,RS,Rio Grande do Sul
43,2007,8.83,8.28,9.41,9.13,8.56,9.73,RS,Rio Grande do Sul
43,2008,9.12,8.56,9.71,9.35,8.78,9.96,RS,Rio Grande do Sul
43,2009,9.73,9.15,10.33,9.88,9.29,10.49,RS,Rio Grande do Sul
43,2010,8.36,7.82,8.92,8.4,7.86,8.96,RS,Rio Grande do Sul
43,2011,9.19,8.63,9.77,9.18,8.62,9.76,RS,Rio Grande do Sul
43,2012,8.65,8.11,9.22,8.58,8.05,9.15,RS,Rio Grande do Sul
43,2013,9.01,8.46,9.59,8.88,8.33,9.45,RS,Rio Grande do Sul
43,2014,8.73,8.19,9.3,8.56,8.03,9.11,RS,Rio Grande do Sul
43,2015,8.64,8.11,9.21,8.4,7.88,8.95,RS,Rio Grande do Sul
43,2016,8.11,7.59,8.66,7.84,7.34,8.37,RS,Rio Grande do Sul
43,2017,9.06,8.51,9.63,8.69,8.17,9.24,RS,Rio Grande do Sul
43,2018,9.81,9.25,10.41,9.43,8.88,10,RS,Rio Grande do Sul
43,2019,9.69,9.13,10.28,9.26,8.72,9.83,RS,Rio Grande do Sul
43,2020,8.25,7.73,8.79,7.79,7.3,8.31,RS,Rio Grande do Sul
43,2021,8.95,8.41,9.51,8.48,7.96,9.02,RS,Rio Grande do Sul
43,2022,9.25,8.7,9.83,8.78,8.25,9.33,RS,Rio Grande do Sul
43,2023,9.7,9.14,10.28,9.15,8.61,9.7,RS,Rio Grande do Sul
50,2000,0,NA,NA,0,NA,NA,MS,Mato Grosso do Sul
50,2001,10.27,8.97,11.72,12.64,10.94,14.53,MS,Mato Grosso do Sul
50,2002,9.24,8.02,10.6,11.37,9.78,13.14,MS,Mato Grosso do Sul
50,2003,9.36,8.14,10.72,11.46,9.89,13.21,MS,Mato Grosso do Sul
50,2004,9.08,7.88,10.4,10.73,9.26,12.38,MS,Mato Grosso do Sul
50,2005,9.19,8,10.51,11.05,9.57,12.71,MS,Mato Grosso do Sul
50,2006,8.29,7.16,9.53,9.85,8.47,11.39,MS,Mato Grosso do Sul
50,2007,7.96,6.87,9.17,9.3,7.99,10.77,MS,Mato Grosso do Sul
50,2008,9.16,8,10.45,10.63,9.25,12.17,MS,Mato Grosso do Sul
50,2009,7.77,6.7,8.95,8.92,7.67,10.31,MS,Mato Grosso do Sul
50,2010,7.78,6.72,8.95,8.85,7.63,10.22,MS,Mato Grosso do Sul
50,2011,6.93,5.94,8.03,7.98,6.82,9.27,MS,Mato Grosso do Sul
50,2012,7.27,6.27,8.4,8.07,6.94,9.33,MS,Mato Grosso do Sul
50,2013,6.33,5.4,7.38,6.77,5.76,7.91,MS,Mato Grosso do Sul
50,2014,6.71,5.76,7.78,7.44,6.37,8.64,MS,Mato Grosso do Sul
50,2015,6.33,5.41,7.36,6.93,5.91,8.07,MS,Mato Grosso do Sul
50,2016,6.78,5.83,7.84,7.3,6.27,8.45,MS,Mato Grosso do Sul
50,2017,5.89,5.01,6.88,6.2,5.27,7.24,MS,Mato Grosso do Sul
50,2018,8.26,7.22,9.41,8.54,7.46,9.73,MS,Mato Grosso do Sul
50,2019,7.66,6.67,8.77,8.01,6.97,9.16,MS,Mato Grosso do Sul
50,2020,6.87,5.93,7.91,7.19,6.21,8.29,MS,Mato Grosso do Sul
50,2021,7.96,6.96,9.07,8.17,7.14,9.31,MS,Mato Grosso do Sul
50,2022,10.39,9.24,11.65,10.66,9.48,11.95,MS,Mato Grosso do Sul
50,2023,11.48,10.27,12.8,11.74,10.5,13.09,MS,Mato Grosso do Sul
51,2000,0,NA,NA,0,NA,NA,MT,Mato Grosso
51,2001,11.47,10.21,12.84,15.46,13.57,17.54,MT,Mato Grosso
51,2002,10.42,9.23,11.72,14.15,12.38,16.1,MT,Mato Grosso
51,2003,8.39,7.33,9.55,11.11,9.6,12.79,MT,Mato Grosso
51,2004,8.55,7.49,9.7,11.32,9.81,12.99,MT,Mato Grosso
51,2005,9.43,8.34,10.63,12.28,10.74,13.97,MT,Mato Grosso
51,2006,8.39,7.37,9.51,11.05,9.62,12.63,MT,Mato Grosso
51,2007,7.83,6.85,8.91,9.92,8.6,11.38,MT,Mato Grosso
51,2008,7.49,6.55,8.54,9.46,8.2,10.87,MT,Mato Grosso
51,2009,7.23,6.31,8.25,9.08,7.86,10.44,MT,Mato Grosso
51,2010,7.47,6.54,8.49,9.47,8.24,10.84,MT,Mato Grosso
51,2011,7.25,6.34,8.25,9.04,7.86,10.35,MT,Mato Grosso
51,2012,9.04,8.03,10.15,10.85,9.58,12.23,MT,Mato Grosso
51,2013,10.6,9.51,11.79,12.45,11.12,13.89,MT,Mato Grosso
51,2014,9.36,8.34,10.47,10.42,9.25,11.69,MT,Mato Grosso
51,2015,8.48,7.52,9.53,9.44,8.34,10.65,MT,Mato Grosso
51,2016,8.52,7.56,9.57,9.27,8.2,10.44,MT,Mato Grosso
51,2017,7.03,6.17,7.98,7.95,6.96,9.05,MT,Mato Grosso
51,2018,7.38,6.5,8.34,8.15,7.16,9.24,MT,Mato Grosso
51,2019,7.92,7.01,8.91,8.81,7.79,9.93,MT,Mato Grosso
51,2020,6.3,5.49,7.18,6.88,5.99,7.86,MT,Mato Grosso
51,2021,6.67,5.85,7.58,7.23,6.33,8.21,MT,Mato Grosso
51,2022,7.6,6.72,8.56,8.29,7.32,9.34,MT,Mato Grosso
51,2023,7.68,6.8,8.65,8.15,7.21,9.19,MT,Mato Grosso
52,2000,0,NA,NA,0,NA,NA,GO,Goiás
52,2001,4.61,4.05,5.23,6.21,5.41,7.09,GO,Goiás
52,2002,4.26,3.73,4.85,5.71,4.95,6.54,GO,Goiás
52,2003,4.46,3.92,5.06,6,5.24,6.84,GO,Goiás
52,2004,3.53,3.05,4.06,4.73,4.07,5.47,GO,Goiás
52,2005,3.45,2.98,3.97,4.42,3.8,5.11,GO,Goiás
52,2006,3.17,2.72,3.66,4.04,3.46,4.69,GO,Goiás
52,2007,3.17,2.73,3.66,3.9,3.34,4.53,GO,Goiás
52,2008,2.8,2.39,3.26,3.49,2.96,4.08,GO,Goiás
52,2009,3.04,2.62,3.51,3.7,3.18,4.29,GO,Goiás
52,2010,2.57,2.18,3,3.1,2.63,3.64,GO,Goiás
52,2011,2.72,2.33,3.16,3.19,2.72,3.72,GO,Goiás
52,2012,2.99,2.58,3.45,3.52,3.03,4.07,GO,Goiás
52,2013,2.7,2.31,3.13,3.08,2.63,3.59,GO,Goiás
52,2014,2.16,1.82,2.55,2.52,2.11,2.98,GO,Goiás
52,2015,2.81,2.42,3.24,3.09,2.66,3.58,GO,Goiás
52,2016,2.5,2.14,2.91,2.71,2.31,3.15,GO,Goiás
52,2017,2.81,2.43,3.24,3.04,2.62,3.5,GO,Goiás
52,2018,2.86,2.48,3.29,3.03,2.62,3.49,GO,Goiás
52,2019,2.79,2.42,3.21,2.94,2.54,3.39,GO,Goiás
52,2020,2.32,1.98,2.7,2.44,2.08,2.84,GO,Goiás
52,2021,2.72,2.35,3.13,2.8,2.42,3.23,GO,Goiás
52,2022,3.16,2.77,3.6,3.27,2.86,3.72,GO,Goiás
52,2023,3.46,3.04,3.91,3.55,3.12,4.02,GO,Goiás
53,2000,0,NA,NA,0,NA,NA,DF,Distrito Federal
53,2001,3.68,2.91,4.58,5,3.86,6.37,DF,Distrito Federal
53,2002,3.72,2.96,4.62,5.16,4,6.57,DF,Distrito Federal
53,2003,3.36,2.65,4.21,4.63,3.55,5.93,DF,Distrito Federal
53,2004,3.46,2.74,4.3,4.87,3.77,6.19,DF,Distrito Federal
53,2005,3.59,2.87,4.44,5.12,4,6.45,DF,Distrito Federal
53,2006,2.93,2.29,3.69,4.03,3.09,5.16,DF,Distrito Federal
53,2007,2.78,2.17,3.52,3.65,2.79,4.68,DF,Distrito Federal
53,2008,2.17,1.64,2.83,2.8,2.07,3.69,DF,Distrito Federal
53,2009,2.59,2.01,3.29,3.36,2.57,4.32,DF,Distrito Federal
53,2010,2.35,1.8,3.01,3.02,2.28,3.93,DF,Distrito Federal
53,2011,2.24,1.71,2.88,2.79,2.11,3.63,DF,Distrito Federal
53,2012,2.9,2.3,3.61,3.39,2.66,4.26,DF,Distrito Federal
53,2013,2.39,1.85,3.04,2.95,2.26,3.78,DF,Distrito Federal
53,2014,2.88,2.29,3.59,3.43,2.71,4.29,DF,Distrito Federal
53,2015,2.46,1.91,3.1,2.77,2.15,3.52,DF,Distrito Federal
53,2016,2.49,1.95,3.13,2.88,2.24,3.64,DF,Distrito Federal
53,2017,2.01,1.53,2.59,2.21,1.67,2.86,DF,Distrito Federal
53,2018,2.62,2.07,3.27,2.87,2.26,3.59,DF,Distrito Federal
53,2019,2.65,2.1,3.3,2.76,2.18,3.44,DF,Distrito Federal
53,2020,2.03,1.56,2.6,2.12,1.62,2.73,DF,Distrito Federal
53,2021,1.97,1.51,2.53,2.05,1.56,2.63,DF,Distrito Federal
53,2022,2.2,1.71,2.79,2.28,1.77,2.9,DF,Distrito Federal
53,2023,2.88,2.31,3.54,2.89,2.31,3.56,DF,Distrito Federal
99,2000,0,NA,NA,0,NA,NA,BR,Brasil
99,2001,9.78,9.63,9.92,11.78,11.6,11.96,BR,Brasil
99,2002,10.14,9.99,10.29,12.15,11.97,12.33,BR,Brasil
99,2003,10.15,10,10.3,12.08,11.9,12.26,BR,Brasil
99,2004,9.8,9.66,9.94,11.52,11.35,11.69,BR,Brasil
99,2005,9.42,9.28,9.56,10.96,10.79,11.13,BR,Brasil
99,2006,8.64,8.51,8.78,9.94,9.78,10.09,BR,Brasil
99,2007,8.25,8.12,8.38,9.41,9.26,9.56,BR,Brasil
99,2008,8.29,8.16,8.42,9.36,9.21,9.5,BR,Brasil
99,2009,8.08,7.95,8.21,9,8.86,9.15,BR,Brasil
99,2010,7.7,7.58,7.83,8.52,8.38,8.66,BR,Brasil
99,2011,7.92,7.79,8.04,8.67,8.53,8.8,BR,Brasil
99,2012,7.72,7.6,7.84,8.35,8.22,8.49,BR,Brasil
99,2013,7.73,7.61,7.85,8.27,8.14,8.41,BR,Brasil
99,2014,7.41,7.29,7.53,7.88,7.75,8.01,BR,Brasil
99,2015,7.29,7.17,7.41,7.67,7.55,7.8,BR,Brasil
99,2016,7.33,7.22,7.45,7.65,7.53,7.77,BR,Brasil
99,2017,7.55,7.44,7.67,7.8,7.68,7.93,BR,Brasil
99,2018,7.9,7.78,8.02,8.09,7.97,8.22,BR,Brasil
99,2019,7.89,7.77,8.01,8.01,7.89,8.14,BR,Brasil
99,2020,6.81,6.7,6.93,6.87,6.76,6.99,BR,Brasil
99,2021,7.16,7.05,7.28,7.16,7.05,7.28,BR,Brasil
99,2022,8.28,8.15,8.4,8.28,8.15,8.4,BR,Brasil
99,2023,8.67,8.55,8.8,8.67,8.55,8.8,BR,Brasil
